fir_id,data_version,language,case_summary,mo,crime_type_label,district_label
SYN-2026-KLB-0798,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0798 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0798 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಕಲಬುರಗಿ
SYN-2026-BLR-0799,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Bengaluru South
SYN-2026-BLR-0799,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0799 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0799 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0800,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Mysuru
SYN-2026-MYS-0800,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0800 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0800 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಮೈಸೂರು
SYN-2026-HBL-0801,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Hubballi-Dharwad
SYN-2026-HBL-0801,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0801 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0801 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0802,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Mangaluru
SYN-2026-MNG-0802,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0802 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0802 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಮಂಗಳೂರು
SYN-2026-BLG-0803,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Belagavi
SYN-2026-BLG-0803,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0803 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0803 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಬೆಳಗಾವಿ
SYN-2026-KLB-0804,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Kalaburagi
SYN-2026-KLB-0804,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0804 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0804 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಕಲಬುರಗಿ
SYN-2026-BLR-0805,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Bengaluru South
SYN-2026-BLR-0805,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0805 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0805 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0806,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Mysuru
SYN-2026-MYS-0806,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0806 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0806 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಮೈಸೂರು
SYN-2026-HBL-0807,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Hubballi-Dharwad
SYN-2026-HBL-0807,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0807 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0807 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0808,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Mangaluru
SYN-2026-MNG-0808,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0808 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0808 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಮಂಗಳೂರು
SYN-2026-BLG-0809,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Belagavi
SYN-2026-BLG-0809,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0809 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0809 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಬೆಳಗಾವಿ
SYN-2026-KLB-0810,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Kalaburagi
SYN-2026-KLB-0810,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0810 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0810 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಕಲಬುರಗಿ
SYN-2026-BLR-0811,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Bengaluru South
SYN-2026-BLR-0811,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0811 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0811 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0812,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Mysuru
SYN-2026-MYS-0812,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0812 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0812 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಮೈಸೂರು
SYN-2026-HBL-0813,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Hubballi-Dharwad
SYN-2026-HBL-0813,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0813 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0813 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0814,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Mangaluru
SYN-2026-MNG-0814,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0814 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0814 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಮಂಗಳೂರು
SYN-2026-BLG-0815,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Belagavi
SYN-2026-BLG-0815,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0815 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0815 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಬೆಳಗಾವಿ
SYN-2026-KLB-0816,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Kalaburagi
SYN-2026-KLB-0816,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0816 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0816 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಕಲಬುರಗಿ
SYN-2026-BLR-0817,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Bengaluru South
SYN-2026-BLR-0817,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0817 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0817 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0818,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Mysuru
SYN-2026-MYS-0818,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0818 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0818 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಮೈಸೂರು
SYN-2026-HBL-0819,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Hubballi-Dharwad
SYN-2026-HBL-0819,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0819 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0819 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0820,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Mangaluru
SYN-2026-MNG-0820,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0820 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0820 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಮಂಗಳೂರು
SYN-2026-BLG-0821,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Belagavi
SYN-2026-BLG-0821,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0821 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0821 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಬೆಳಗಾವಿ
SYN-2026-KLB-0822,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Kalaburagi
SYN-2026-KLB-0822,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0822 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0822 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಕಲಬುರಗಿ
SYN-2026-BLR-0823,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Bengaluru South
SYN-2026-BLR-0823,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0823 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0823 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0824,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Mysuru
SYN-2026-MYS-0824,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0824 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0824 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಮೈಸೂರು
SYN-2026-HBL-0825,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Hubballi-Dharwad
